Title,Category,longitude,latitude
"Eligibility Interviewers, Government Programs",Office and Administrative Support,10.737198,-22.901352
File Clerks,Office and Administrative Support,14.366758,-7.303278
"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,13.2141075,10.450241
"Interviewers, Except Eligibility and Loan",Office and Administrative Support,20.581081,-6.4665847
"Library Assistants, Clerical",Office and Administrative Support,31.5996,-21.38725
Loan Interviewers and Clerks,Office and Administrative Support,12.152491,-15.866184
New Accounts Clerks,Office and Administrative Support,11.121763,-10.768387
Order Clerks,Office and Administrative Support,8.646914,-7.345991
"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,8.7817955,-22.011864
Receptionists and Information Clerks,Office and Administrative Support,17.765957,-9.1627
Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,10.37083,4.8290167
Cargo and Freight Agents,Office and Administrative Support,5.139099,-3.7253797
Freight Forwarders,Office and Administrative Support,5.5330644,-3.9043992
Couriers and Messengers,Office and Administrative Support,13.111662,-3.864556
Public Safety Telecommunicators,Office and Administrative Support,18.51163,-11.112316
"Dispatchers, Except Police, Fire, and Ambulance",Office and Administrative Support,-25.999302,-18.748056
"Meter Readers, Utilities",Office and Administrative Support,-26.2344,-3.0796204
Postal Service Clerks,Office and Administrative Support,11.339281,-3.3370082
Postal Service Mail Carriers,Office and Administrative Support,11.497292,-3.6047225
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Office and Administrative Support,11.385009,-2.011936
"Production, Planning, and Expediting Clerks",Office and Administrative Support,-0.6690744,-8.110895
"Shipping, Receiving, and Inventory Clerks",Office and Administrative Support,4.9205623,-4.31271
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office and Administrative Support,-22.467335,13.3770895
Executive Secretaries and Executive Administrative Assistants,Office and Administrative Support,15.667682,-9.433425
Legal Secretaries and Administrative Assistants,Office and Administrative Support,16.71295,-25.920599
Medical Secretaries and Administrative Assistants,Office and Administrative Support,19.017483,-6.8112035
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support,16.208065,-8.299658
Data Entry Keyers,Office and Administrative Support,14.138198,-6.441502
Word Processors and Typists,Office and Administrative Support,15.27118,-7.3337064
Desktop Publishers,Office and Administrative Support,-3.0902946,0.1476662
Insurance Claims and Policy Processing Clerks,Office and Administrative Support,12.730296,-19.974785
"Mail Clerks and Mail Machine Operators, Except Postal Service",Office and Administrative Support,11.394957,-2.6647074
"Office Clerks, General",Office and Administrative Support,15.641015,-7.7133512
"Office Machine Operators, Except Computer",Office and Administrative Support,15.715385,-5.629065
Proofreaders and Copy Markers,Office and Administrative Support,-0.30399016,-1.0480189
Statistical Assistants,Office and Administrative Support,18.353586,-1.8054194
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Office and Administrative Support,-3.6819892,22.524847
Agricultural Inspectors,"Farming, Fishing, and Forestry",4.4586263,20.426449
Animal Breeders,"Farming, Fishing, and Forestry",-1.8874117,22.172483
"Graders and Sorters, Agricultural Products","Farming, Fishing, and Forestry",-23.495068,14.887518
Agricultural Equipment Operators,"Farming, Fishing, and Forestry",-9.119931,20.998701
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",-7.991768,21.021894
"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farming, Fishing, and Forestry",-3.3759615,21.664032
Fishing and Hunting Workers,"Farming, Fishing, and Forestry",-4.558326,26.425262
Forest and Conservation Workers,"Farming, Fishing, and Forestry",-13.715202,22.240555
Fallers,"Farming, Fishing, and Forestry",-14.59206,23.276363
Logging Equipment Operators,"Farming, Fishing, and Forestry",-15.805047,22.328321
Log Graders and Scalers,"Farming, Fishing, and Forestry",-16.061892,22.291553
First-Line Supervisors of Construction Trades and Extraction Workers,"Farming, Fishing, and Forestry",-9.732326,-1.8354799
Solar Energy Installation Managers,Construction and Extraction,-19.328478,-10.319067
Boilermakers,Construction and Extraction,-38.68785,10.508921
Brickmasons and Blockmasons,Construction and Extraction,-44.95737,21.90544
Stonemasons,Construction and Extraction,-45.09738,22.141415
Carpenters,Construction and Extraction,-44.40773,14.874613
Carpet Installers,Construction and Extraction,-47.860966,19.115042
"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction and Extraction,-46.618,20.253544
Floor Sanders and Finishers,Construction and Extraction,-42.91929,19.945698
Tile and Stone Setters,Construction and Extraction,-46.26068,22.719975
Cement Masons and Concrete Finishers,Construction and Extraction,-47.945415,21.82814
Terrazzo Workers and Finishers,Construction and Extraction,-46.739437,22.64049
Construction Laborers,Construction and Extraction,-25.755331,4.5905895
"Paving, Surfacing, and Tamping Equipment Operators",Construction and Extraction,-24.889467,6.5998044
Pile Driver Operators,Construction and Extraction,-27.992891,6.7588396
Operating Engineers and Other Construction Equipment Operators,Construction and Extraction,-26.758638,4.0377407
Drywall and Ceiling Tile Installers,Construction and Extraction,-45.411926,17.018175
Tapers,Construction and Extraction,-45.93042,18.431232
Electricians,Construction and Extraction,-31.810562,-3.6711886
Glaziers,Construction and Extraction,-44.703274,16.71861
"Insulation Workers, Floor, Ceiling, and Wall",Construction and Extraction,-48.046127,15.841764
"Insulation Workers, Mechanical",Construction and Extraction,-48.12526,15.757156
"Painters, Construction and Maintenance",Construction and Extraction,-45.25992,19.06975
Paperhangers,Construction and Extraction,-46.63104,18.310642
Pipelayers,Construction and Extraction,-30.301388,4.9241314
"Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,-30.642267,5.4080176
Solar Thermal Installers and Technicians,Construction and Extraction,-20.294374,-10.17444
Plasterers and Stucco Masons,Construction and Extraction,-45.574306,19.729109
Reinforcing Iron and Rebar Workers,Construction and Extraction,-40.59684,11.992469
Roofers,Construction and Extraction,-48.748245,12.70932
Sheet Metal Workers,Construction and Extraction,-39.21037,13.540313
Structural Iron and Steel Workers,Construction and Extraction,-40.024643,11.805327
Solar Photovoltaic Installers,Construction and Extraction,-19.775488,-10.6151905
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction and Extraction,-46.095528,21.855116
Helpers--Carpenters,Construction and Extraction,-44.450985,14.543372
Helpers--Electricians,Construction and Extraction,-32.76761,-3.4484482
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Construction and Extraction,-44.69826,19.437845
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,-30.418531,5.6298494
Helpers--Roofers,Construction and Extraction,-48.755226,12.6768875
Construction and Building Inspectors,Construction and Extraction,-8.455006,-2.8814828
Energy Auditors,Construction and Extraction,-19.010487,-6.4743958
Elevator and Escalator Installers and Repairers,Construction and Extraction,-32.819767,-1.2727653
Fence Erectors,Construction and Extraction,-44.667713,13.028968
Hazardous Materials Removal Workers,Construction and Extraction,-21.111412,9.28983
Highway Maintenance Workers,Construction and Extraction,-24.382446,6.6547513
Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction,-29.12111,-17.541222
Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction,-30.236036,3.8614821
Segmental Pavers,Construction and Extraction,-48.314865,22.216892
Weatherization Installers and Technicians,Construction and Extraction,-29.979218,-0.29143232
"Derrick Operators, Oil and Gas",Construction and Extraction,-24.19894,2.252573
"Rotary Drill Operators, Oil and Gas",Construction and Extraction,-24.189783,2.3056476
"Service Unit Operators, Oil and Gas",Construction and Extraction,-23.271969,2.6745105
"Excavating and Loading Machine and Dragline Operators, Surface Mining",Construction and Extraction,-26.551838,4.311937
"Earth Drillers, Except Oil and Gas",Construction and Extraction,-24.869139,3.0157084
"Explosives Workers, Ordnance Handling Experts, and Blasters",Construction and Extraction,-25.21156,0.90112275
Continuous Mining Machine Operators,Construction and Extraction,-27.146486,2.390705
"Roof Bolters, Mining",Construction and Extraction,-26.990297,0.5876681
"Loading and Moving Machine Operators, Underground Mining",Construction and Extraction,-27.657778,3.4601324
"Rock Splitters, Quarry",Construction and Extraction,-43.58812,23.837942
"Roustabouts, Oil and Gas",Construction and Extraction,-28.942625,5.0394635
Helpers--Extraction Workers,Construction and Extraction,-25.569143,2.473636
"First-Line Supervisors of Mechanics, Installers, and Repairers",Construction and Extraction,-10.785303,0.27468157
"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair",-35.096657,2.907418
"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair",-29.143373,-5.7524
"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",-29.779495,-4.9722953
Avionics Technicians,"Installation, Maintenance, and Repair",-38.09905,-6.869076
"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair",-35.568146,1.4639627
"Electrical and Electronics Installers and Repairers, Transportation Equipment","Installation, Maintenance, and Repair",-33.22667,-2.0716715
"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair",-34.541298,-0.6854971
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair",-32.05744,-1.8291184
"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair",-35.924145,-2.0655766
Audiovisual Equipment Installers and Repairers,"Installation, Maintenance, and Repair",-35.139057,-2.3215952
Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair",-31.471146,-5.191842
Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair",-38.323544,-8.78016
Automotive Body and Related Repairers,"Installation, Maintenance, and Repair",-40.201588,1.1563557
Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair",-40.967422,1.5386107
Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",-39.380413,-0.39398155
Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair",-37.26179,1.3922088
Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair",-35.778065,4.451606
"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair",-35.792835,2.4809847
Rail Car Repairers,"Installation, Maintenance, and Repair",-39.578323,0.6036176
Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair",-31.511255,-11.880157
Motorcycle Mechanics,"Installation, Maintenance, and Repair",-38.1124,3.357453
Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair",-37.169792,3.0596135
Bicycle Repairers,"Installation, Maintenance, and Repair",-40.56004,5.4111934
Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair",-32.51788,0.4682928
Tire Repairers and Changers,"Installation, Maintenance, and Repair",-41.011112,4.720143
Mechanical Door Repairers,"Installation, Maintenance, and Repair",-36.612305,6.318237
"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair",-26.60737,-2.4055595
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair",-31.075233,-0.9315722
Home Appliance Repairers,"Installation, Maintenance, and Repair",-32.584705,0.092847735
Industrial Machinery Mechanics,"Installation, Maintenance, and Repair",-34.759106,3.866339
"Maintenance Workers, Machinery","Installation, Maintenance, and Repair",-34.203854,4.330635
Millwrights,"Installation, Maintenance, and Repair",-38.497906,11.280263
"Refractory Materials Repairers, Except Brickmasons","Installation, Maintenance, and Repair",-37.59686,21.350279
Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair",-29.487741,-3.4305825
Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair",-29.624199,-5.0958157
Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair",-38.58028,-5.562204
Medical Equipment Repairers,"Installation, Maintenance, and Repair",-34.61831,0.010526743
Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair",-43.87669,-4.132156
Watch and Clock Repairers,"Installation, Maintenance, and Repair",-43.96577,-3.0312119
"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",-35.613113,3.437301
Wind Turbine Service Technicians,"Installation, Maintenance, and Repair",-23.545256,-6.5988007
"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair",-34.018066,5.71358
Commercial Divers,"Installation, Maintenance, and Repair",-28.504871,-9.904344
Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair",-37.49565,6.683196
Manufactured Building and Mobile Home Installers,"Installation, Maintenance, and Repair",-32.381428,1.6022923
Riggers,"Installation, Maintenance, and Repair",-27.330563,8.523214
Signal and Track Switch Repairers,"Installation, Maintenance, and Repair",-28.47912,-17.528585
"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair",-34.30051,2.8816526
Geothermal Technicians,"Installation, Maintenance, and Repair",-22.913944,-2.5994353
First-Line Supervisors of Production and Operating Workers,"Installation, Maintenance, and Repair",-10.451285,1.3139669
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production,-39.48966,-7.081482
"Coil Winders, Tapers, and Finishers",Production,-33.255764,-3.766582
Electrical and Electronic Equipment Assemblers,Production,-34.578457,-4.785575
Electromechanical Equipment Assemblers,Production,-36.32941,9.120004
Engine and Other Machine Assemblers,Production,-36.485653,9.681307
Structural Metal Fabricators and Fitters,Production,-37.575348,12.49787
Fiberglass Laminators and Fabricators,Production,-39.012268,20.137878
Timing Device Assemblers and Adjusters,Production,-43.935333,-3.207874
Team Assemblers,Production,-12.211617,1.2782116
Bakers,Production,-17.92464,16.398552
Butchers and Meat Cutters,Production,5.5812435,23.995647
"Meat, Poultry, and Fish Cutters and Trimmers",Production,5.1906223,24.051226
Slaughterers and Meat Packers,Production,4.4800124,24.210768
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production,-18.458218,15.58336
Food Batchmakers,Production,-18.14074,14.874124
Food Cooking Machine Operators and Tenders,Production,-18.251162,14.522749
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-30.481146,13.690835
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-36.77352,13.126535
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-32.614784,14.2614765
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-33.462067,13.234689
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,-35.681496,13.718601
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,-34.48433,13.57259
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,-34.567036,13.008895
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-35.21724,13.081545
Machinists,Production,-34.67208,11.502178
Metal-Refining Furnace Operators and Tenders,Production,-34.248978,19.212801
"Pourers and Casters, Metal",Production,-35.865623,18.725872
"Model Makers, Metal and Plastic",Production,-35.58528,11.044144
"Patternmakers, Metal and Plastic",Production,-34.934753,10.695211
Foundry Mold and Coremakers,Production,-37.660786,20.201134
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-31.20398,13.315507
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,-33.66958,13.760803
Tool and Die Makers,Production,-35.98359,11.999078
"Welders, Cutters, Solderers, and Brazers",Production,-36.966557,15.304539
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production,-36.67782,14.655787
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production,-34.082516,19.246181
"Layout Workers, Metal and Plastic",Production,-38.21508,13.643657
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-31.488113,12.692471
"Tool Grinders, Filers, and Sharpeners",Production,-34.08003,14.540646
Prepress Technicians and Workers,Production,-3.9608138,2.2721221
Printing Press Operators,Production,-27.953497,14.149734
Print Binding and Finishing Workers,Production,-30.061602,17.20382
Laundry and Dry-Cleaning Workers,Production,-25.218096,19.115992
"Pressers, Textile, Garment, and Related Materials",Production,-27.661083,20.087635
Sewing Machine Operators,Production,-29.243341,18.636461
Shoe and Leather Workers and Repairers,Production,-30.603828,21.245909
Shoe Machine Operators and Tenders,Production,-30.21168,19.158245
"Sewers, Hand",Production,-30.005081,20.868055
"Tailors, Dressmakers, and Custom Sewers",Production,-28.52305,20.063208
Textile Bleaching and Dyeing Machine Operators and Tenders,Production,-26.783882,16.793507
"Textile Cutting Machine Setters, Operators, and Tenders",Production,-28.61176,17.942856
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Production,-28.292006,17.769167
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Production,-28.267008,16.905075
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Production,-29.356586,14.107578
Fabric and Apparel Patternmakers,Production,-42.565178,10.002331
Upholsterers,Production,-41.349964,17.365265
Cabinetmakers and Bench Carpenters,Production,-40.971157,16.603424
Furniture Finishers,Production,-42.05367,19.5036
"Model Makers, Wood",Production,-40.10985,16.143585
"Patternmakers, Wood",Production,-40.06197,16.335485
"Sawing Machine Setters, Operators, and Tenders, Wood",Production,-38.383476,16.675611
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production,-39.42931,16.493011
Nuclear Power Reactor Operators,Production,-15.484297,4.215443
Power Distributors and Dispatchers,Production,-20.534676,-3.1554132
Power Plant Operators,Production,-21.119102,-2.4638762
Biomass Plant Technicians,Production,-20.076479,0.043653015
Hydroelectric Plant Technicians,Production,-21.592224,-3.0790658
Stationary Engineers and Boiler Operators,Production,-21.777702,-0.26116502
Water and Wastewater Treatment Plant and System Operators,Production,-18.491129,9.171619
Chemical Plant and System Operators,Production,-18.146431,7.2946987
Gas Plant Operators,Production,-19.355257,5.8909364
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,-21.039656,3.490907
Biofuels Processing Technicians,Production,-19.2985,0.7551543
Chemical Equipment Operators and Tenders,Production,-17.353054,7.2746816
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production,-19.595116,11.893767
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Production,-26.274406,12.509773
"Grinding and Polishing Workers, Hand",Production,-34.785877,15.241597
"Mixing and Blending Machine Setters, Operators, and Tenders",Production,-17.727617,13.073959
"Cutters and Trimmers, Hand",Production,-32.003975,17.506922
"Cutting and Slicing Machine Setters, Operators, and Tenders",Production,-31.657074,15.932044
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production,-29.582565,13.203491
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,-23.583883,11.935896
"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,-22.256077,12.995702
Jewelers and Precious Stone and Metal Workers,Production,-34.193535,23.884443
Gem and Diamond Workers,Production,-34.15992,24.014528
Dental Laboratory Technicians,Production,40.948616,12.973463
Medical Appliance Technicians,Production,40.139954,8.443675
Ophthalmic Laboratory Technicians,Production,33.209736,15.553808
Packaging and Filling Machine Operators and Tenders,Production,-25.403957,13.841712
"Painting, Coating, and Decorating Workers",Production,-40.791687,19.971857
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Production,-24.158941,17.673143
Semiconductor Processing Technicians,Production,-29.352406,11.257582
Photographic Process Workers and Processing Machine Operators,Production,-3.4085295,2.0319555
Computer Numerically Controlled Tool Operators,Production,-33.748318,11.540483
Computer Numerically Controlled Tool Programmers,Production,-33.68774,10.066063
Adhesive Bonding Machine Operators and Tenders,Production,-30.108538,15.266517
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production,-19.270119,11.791708
Cooling and Freezing Equipment Operators and Tenders,Production,-20.519487,15.106484
Etchers and Engravers,Production,-35.264584,16.563892
"Molders, Shapers, and Casters, Except Metal and Plastic",Production,-37.03255,20.214645
"Stone Cutters and Carvers, Manufacturing",Production,-43.04634,23.419952
"Glass Blowers, Molders, Benders, and Finishers",Production,-36.021122,20.660578
"Potters, Manufacturing",Production,-37.051094,22.286602
"Paper Goods Machine Setters, Operators, and Tenders",Production,-30.926239,15.69307
Tire Builders,Production,-41.588905,4.6685653
Helpers--Production Workers,Production,-25.562624,11.575889
Aircraft Cargo Handling Supervisors,Production,-38.737114,-11.508621
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Transportation and Material Moving,-9.95806,1.0740327
Recycling Coordinators,Transportation and Material Moving,-22.841843,9.038446
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Transportation and Material Moving,-9.995928,1.6883194
"Airline Pilots, Copilots, and Flight Engineers",Transportation and Material Moving,-37.332867,-11.99398
Commercial Pilots,Transportation and Material Moving,-36.978764,-11.81616
Air Traffic Controllers,Transportation and Material Moving,-36.63898,-12.245097
Airfield Operations Specialists,Transportation and Material Moving,-36.887367,-12.907289
Flight Attendants,Transportation and Material Moving,-37.785297,-13.01906
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation and Material Moving,27.099495,2.2985482
Driver/Sales Workers,Transportation and Material Moving,9.641095,16.986973
Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,-24.55608,-13.195263
Light Truck Drivers,Transportation and Material Moving,-24.410128,-13.553073
"Bus Drivers, Transit and Intercity",Transportation and Material Moving,9.9753065,3.6650279
Locomotive Engineers,Transportation and Material Moving,-26.819098,-17.922964
"Rail Yard Engineers, Dinkey Operators, and Hostlers",Transportation and Material Moving,-27.57739,-17.718065
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Transportation and Material Moving,-27.596338,-18.395073
Railroad Conductors and Yardmasters,Transportation and Material Moving,-27.069727,-18.664473
Subway and Streetcar Operators,Transportation and Material Moving,-25.798393,-17.622782
Sailors and Marine Oilers,Transportation and Material Moving,-29.717594,-12.79625
"Captains, Mates, and Pilots of Water Vessels",Transportation and Material Moving,-30.421415,-13.34061
Motorboat Operators,Transportation and Material Moving,-30.536661,-12.809339
Ship Engineers,Transportation and Material Moving,-30.168695,-12.307504
Bridge and Lock Tenders,Transportation and Material Moving,-29.196241,-13.901319
Parking Attendants,Transportation and Material Moving,8.016922,0.47831732
Automotive and Watercraft Service Attendants,Transportation and Material Moving,7.5706477,0.27470908
Traffic Technicians,Transportation and Material Moving,-21.866259,-16.002989
Transportation Inspectors,Transportation and Material Moving,-27.787285,-12.164152
Aviation Inspectors,Transportation and Material Moving,-38.256382,-8.90002
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation and Material Moving,-39.594086,-1.9533811
Passenger Attendants,Transportation and Material Moving,10.170943,4.656442
Conveyor Operators and Tenders,Transportation and Material Moving,-24.84438,12.679959
Crane and Tower Operators,Transportation and Material Moving,-26.33337,8.962073
Dredge Operators,Transportation and Material Moving,-27.118216,5.323994
Hoist and Winch Operators,Transportation and Material Moving,-26.506195,7.2136216
Industrial Truck and Tractor Operators,Transportation and Material Moving,-26.21298,9.293966
Cleaners of Vehicles and Equipment,Transportation and Material Moving,-24.340816,18.332588
"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,-25.928537,9.841548
Recycling and Reclamation Workers,Transportation and Material Moving,-22.66636,9.285752
Machine Feeders and Offbearers,Transportation and Material Moving,-25.71371,12.271156
"Packers and Packagers, Hand",Transportation and Material Moving,-24.156086,14.182808
Stockers and Order Fillers,Transportation and Material Moving,7.121015,-8.49867
Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving,-19.759455,5.5427117
"Pump Operators, Except Wellhead Pumpers",Transportation and Material Moving,-20.969782,3.9730508
Wellhead Pumpers,Transportation and Material Moving,-21.733488,3.3273535
Refuse and Recyclable Material Collectors,Transportation and Material Moving,-23.413336,8.123716
